pl_name,disc_year,pl_orbper,pl_bmasse,pl_rade,pl_eqt,disc_facility,discoverymethod
WASP-100 b,2014,2.84938,400.4658,14.90797,,SuperWASP,Transit
WASP-101 b,2014,3.58572,162.0933,16.02887,,SuperWASP,Transit
CoRoT-25 b,2013,4.86069,85.81,12.11,1330.0,CoRoT,Transit
CoRoT-26 b,2013,4.20474,165.26,14.12,1600.0,CoRoT,Transit
HAT-P-44 b,2014,4.301219,111.871,13.922,1108.0,HATNet,Transit
HAT-P-45 b,2014,3.128992,283.492,15.984,1652.0,HATNet,Transit
HAT-P-46 b,2014,4.463129,156.684,14.392,1458.0,HATNet,Transit
HAT-P-44 c,2014,872.2,1271.3,,,W. M. Keck Observatory,Radial Velocity
HD 285507 b,2013,6.0881,311.4734,,,Fred Lawrence Whipple Observatory,Radial Velocity
HATS-5 b,2014,4.763387,75.323,10.223,1025.0,HATSouth,Transit
bet Cnc b,2014,605.2,2479.0,,,Bohyunsan Optical Astronomical Observatory,Radial Velocity
mu Leo b,2014,357.8,762.8,,,Bohyunsan Optical Astronomical Observatory,Radial Velocity
bet UMi b,2014,522.3,1938.7,,,Bohyunsan Optical Astronomical Observatory,Radial Velocity
GJ 687 b,2014,38.142,17.2,,,Lick Observatory,Radial Velocity
Kapteyn c,2014,121.54,7.0,,,Multiple Observatories,Radial Velocity
HIP 105854 b,2014,184.2,2606.1,,,Multiple Observatories,Radial Velocity
CoRoT-24 b,2014,5.1134,5.7,3.7,1070.0,CoRoT,Transit
CoRoT-24 c,2014,11.759,28.0,5.0,850.0,CoRoT,Transit
Kepler-419 c,2014,675.47,2320.1,,,Kepler,Transit Timing Variations
HATS-4 b,2014,2.516729,420.471,11.433,1315.0,HATSouth,Transit
XO-2 S b,2014,18.22,82.63538582,,,Roque de los Muchachos Observatory,Radial Velocity
XO-2 S c,2014,120.059,438.60320166,,,Roque de los Muchachos Observatory,Radial Velocity
HD 150706 b,2012,5894.0,861.28,,,Haute-Provence Observatory,Radial Velocity
CoRoT-22 b,2014,9.75598,12.2,4.88,885.0,CoRoT,Transit
Kepler-412 b,2014,1.7208604,299.07803,15.031269,1850.0,Kepler,Transit
WASP-117 b,2014,10.02165,95.349,11.88154,,SuperWASP,Transit
GJ 15 A b,2014,11.4407,3.03,,,W. M. Keck Observatory,Radial Velocity
WASP-104 b,2014,1.7554137,404.263,12.745,1516.0,SuperWASP,Transit
WASP-106 b,2014,9.28969,613.40882551,12.10569916,,SuperWASP,Transit
HD 14067 b,2014,2744.0,4862.7746271,,,Okayama Astrophysical Observatory,Radial Velocity
HIP 67851 b,2015,89.23,365.50266805,,,Multiple Observatories,Radial Velocity
HIP 67851 c,2015,3128.41,1579.60718279,,,Multiple Observatories,Radial Velocity
HIP 97233 b,2014,1062.26506,6098.17364511,,,Multiple Observatories,Radial Velocity
WASP-94 A b,2014,3.95019,158.915,17.71022,,SuperWASP,Transit
WASP-94 B b,2014,2.00839,196.411,,,SuperWASP,Radial Velocity
Kepler-424 c,2014,223.3,2215.18,,,McDonald Observatory,Radial Velocity
WASP-69 b,2014,3.86813881,82.58,11.21,971.0,SuperWASP,Transit
WASP-70 A b,2014,3.7130203,187.512,13.047,1387.0,SuperWASP,Transit
WASP-84 b,2014,8.52349648,220.0,10.72,732.0,SuperWASP,Transit
TYC 1422-614-1 b,2014,198.4,794.5,,,Multiple Observatories,Radial Velocity
TYC 1422-614-1 c,2014,559.3,3178.0,,,Multiple Observatories,Radial Velocity
Kepler-289 d,2014,66.0282,5.33,3.03,,Kepler,Transit
HD 5319 c,2014,872.2,334.67499,,,W. M. Keck Observatory,Radial Velocity
HD 10442 b,2014,1032.3,472.61321,,,W. M. Keck Observatory,Radial Velocity
HD 75784 b,2014,341.2,317.83,,,W. M. Keck Observatory,Radial Velocity
GJ 3293 b,2015,30.5987,23.54,,,La Silla Observatory,Radial Velocity
GJ 3293 c,2015,122.6196,21.09,,,La Silla Observatory,Radial Velocity
GJ 3341 b,2015,14.207,6.6,,,La Silla Observatory,Radial Velocity
HIP 116454 b,2014,9.1004157,9.7,2.469,753.2,K2,Transit
HD 564 b,2014,492.3,104.88,,,La Silla Observatory,Radial Velocity
HD 30669 b,2014,1684.0,149.37,,,La Silla Observatory,Radial Velocity
HD 108341 b,2014,1129.0,1112.4,,,La Silla Observatory,Radial Velocity
HD 103720 b,2014,4.5557,197.046,,,La Silla Observatory,Radial Velocity
BD-11 4672 b,2014,1634.0,206.5895,,,La Silla Observatory,Radial Velocity
BD+49 828 b,2015,2590.0,508.5,,,McDonald Observatory,Radial Velocity
HD 145934 b,2015,2751.53433,658.5404593,,,W. M. Keck Observatory,Radial Velocity
HD 95127 b,2015,482.0,3378.5329,,,McDonald Observatory,Radial Velocity
HD 216536 b,2015,148.60001,333.7215,,,McDonald Observatory,Radial Velocity
WASP-82 b,2015,2.70579,371.8611,18.15858,,SuperWASP,Transit
K2-3 b,2015,10.0546535,5.11,2.078,501.3,K2,Transit
K2-3 c,2015,24.646729,2.68,1.582,371.8,K2,Transit
K2-3 d,2015,44.55603,2.2,1.458,305.2,K2,Transit
HD 1605 b,2015,577.2,296.85322,,,Multiple Observatories,Radial Velocity
HD 1605 c,2015,2149.0,1150.5446,,,Multiple Observatories,Radial Velocity
HD 1666 b,2015,270.0,2040.0,,,Multiple Observatories,Radial Velocity
HD 67087 b,2015,352.2,973.0,,,Multiple Observatories,Radial Velocity
HD 67087 c,2015,2374.0,1540.0,,,Multiple Observatories,Radial Velocity
CoRoT-28 b,2015,5.20851,153.82972,10.704595,,CoRoT,Transit
CoRoT-29 b,2015,2.85057,270.1555,10.0881,,CoRoT,Transit
HAT-P-54 b,2015,3.799847,241.5508,10.581296,818.0,HATNet,Transit
Kepler-432 c,2015,406.2,772.3269,,,Fred Lawrence Whipple Observatory,Radial Velocity
HATS-6 b,2015,3.3252725,101.38777,11.186582,712.8,HATSouth,Transit
HD 7924 c,2015,15.299,7.86,,583.6,W. M. Keck Observatory,Radial Velocity
HD 7924 d,2015,24.451,6.44,,499.0,W. M. Keck Observatory,Radial Velocity
VHS J125601.92-125723.9 b,2015,5800000.0,5085.254512,13.67495645,1194.0,Paranal Observatory,Imaging
HATS-10 b,2015,3.312846,167.17858,10.861521,1407.0,HATSouth,Transit
alf Tau b,2015,628.96,2056.3601,,,Multiple Observatories,Radial Velocity
2MASS J19383260+4603591 b,2015,406.0,591.16083702,,,Kepler,Eclipse Timing Variations
HIP 65891 b,2015,1089.6,1938.7532827,,,Multiple Observatories,Radial Velocity
HIP 107773 b,2015,144.3,629.3034,,,Multiple Observatories,Radial Velocity
KELT-7 b,2015,2.73477,441.7837,17.9344,,KELT,Transit
HAT-P-55 b,2015,3.5852313,189.42573057,14.84069045,1367.0,HATNet,Transit
HATS-8 b,2015,3.583893,43.86054,9.785457,1324.0,HATSouth,Transit
WASP-74 b,2015,2.13775,228.8376,15.24424,,SuperWASP,Transit
WASP-83 b,2015,4.971252,95.349,11.65736,1120.0,SuperWASP,Transit
WASP-89 b,2015,3.3564227,1875.197,11.65736,1120.0,SuperWASP,Transit
K2-19 b,2015,7.9193,30.8,7.0,,K2,Transit
K2-19 c,2015,11.906,11.0,4.1,,K2,Transit
K2-10 b,2015,19.30553,25.2,3.773,649.0,K2,Transit
K2-12 b,2015,8.28246,5.2,2.44,1026.0,K2,Transit
K2-18 b,2015,32.939623,8.92,2.37,284.0,K2,Transit
HAT-P-56 b,2015,2.79083,734.1873,16.92559,,HATNet,Transit
HD 219134 b,2015,3.092926,4.74,1.602,1015.0,Roque de los Muchachos Observatory,Radial Velocity
HD 219134 c,2015,6.76458,4.36,1.511,782.0,Roque de los Muchachos Observatory,Radial Velocity
HD 219134 d,2015,46.859,16.17,1.61,410.5,Roque de los Muchachos Observatory,Radial Velocity
HATS-13 b,2015,3.0440499,172.58169,13.585308,1244.0,HATSouth,Transit
HATS-14 b,2015,2.7667641,340.39593,11.646151,1276.0,HATSouth,Transit
51 Eri b,2015,9100.0,3464.3296363,,,Gemini Observatory,Imaging
KELT-8 b,2015,3.24406,209.7678,18.15858,,KELT,Transit
KELT-6 c,2015,1276.0,1179.1493,,,Multiple Observatories,Radial Velocity
HD 164595 b,2015,40.0,16.14,,,Haute-Provence Observatory,Radial Velocity
WASP-47 c,2015,589.57,447.0,,,La Silla Observatory,Radial Velocity
WASP-47 d,2015,9.030501,15.5,3.65,,K2,Transit
WASP-47 e,2015,0.78961,9.0,1.83,,K2,Transit
WASP-41 c,2015,421.0,1010.6994,,241.0,La Silla Observatory,Radial Velocity
HD 11755 b,2015,433.70001,1789.3829,,,Bohyunsan Optical Astronomical Observatory,Radial Velocity
HD 12648 b,2015,133.60001,622.9468,,,Bohyunsan Optical Astronomical Observatory,Radial Velocity
HD 24064 b,2015,535.59998,4096.8287,,,Bohyunsan Optical Astronomical Observatory,Radial Velocity
8 UMi b,2015,93.31,524.41687155,,,Bohyunsan Optical Astronomical Observatory,Radial Velocity
Kepler-453 b,2015,240.503,16.0,6.204,,Kepler,Transit
HAT-P-57 b,2015,2.4653,448.1403,19.50366,,HATNet,Transit
GJ 1132 b,2015,1.62892911,1.83704819,1.19151465,583.8,Cerro Tololo Inter-American Observatory,Transit
HAT-P-50 b,2015,3.1220109,429.0705,14.437192,1862.0,HATNet,Transit
HAT-P-51 b,2015,4.21802091,97.57332095,13.50682174,1168.2,HATNet,Transit
HAT-P-52 b,2015,2.7535953,259.98494,11.309881,1218.0,HATNet,Transit
HAT-P-53 b,2015,1.9616241,471.65972,14.773462,1778.0,HATNet,Transit
HD 175607 b,2015,29.01,8.98,,,La Silla Observatory,Radial Velocity
HD 219134 f,2015,22.717,7.3,1.31,522.6,Multiple Observatories,Radial Velocity
HD 219134 g,2015,94.2,10.80622,,,Multiple Observatories,Radial Velocity
HD 219134 h,2015,2247.0,108.0622,,,Roque de los Muchachos Observatory,Radial Velocity
WASP-135 b,2015,1.4013794,603.877,14.5717,,SuperWASP,Transit
Kepler-454 c,2015,524.19,1433.40611557,,,Multiple Facilities,Radial Velocity
HD 95872 b,2015,4375.0,1188.6842,,,Multiple Facilities,Radial Velocity
psi1 Dra B b,2015,3117.0,486.2799,,,McDonald Observatory,Radial Velocity
Wolf 1061 b,2015,4.8869,1.91,,,La Silla Observatory,Radial Velocity
Wolf 1061 c,2015,17.8719,3.41,,,La Silla Observatory,Radial Velocity
Wolf 1061 d,2015,217.21,7.7,,,La Silla Observatory,Radial Velocity
K2-25 b,2015,3.48456408,24.5,3.44,494.0,K2,Transit
HD 32963 b,2015,2372.0,222.481,,,W. M. Keck Observatory,Radial Velocity
HD 33844 b,2015,551.40002,638.8383,,,Anglo-Australian Telescope,Radial Velocity
HD 33844 c,2015,916.0,556.2025,,,Anglo-Australian Telescope,Radial Velocity
WASP-76 b,2016,1.80988198,284.13859586,20.78145022,2228.0,SuperWASP,Transit
WASP-90 b,2016,3.916243,200.2329,18.27067,1840.0,SuperWASP,Transit
HD 5583 b,2016,139.35,1837.0574,,,Roque de los Muchachos Observatory,Radial Velocity
BD+15 2375 b,2016,153.22,337.21763,,,Roque de los Muchachos Observatory,Radial Velocity
Pr0211 c,2016,4850.0,2475.8957,,,Roque de los Muchachos Observatory,Radial Velocity
HD 143105 b,2016,2.1974,384.5743,,,Haute-Provence Observatory,Radial Velocity
HIP 109600 b,2016,232.08,851.7844,,,Haute-Provence Observatory,Radial Velocity
HD 35759 b,2016,82.467,1195.0408,,,Haute-Provence Observatory,Radial Velocity
HIP 109384 b,2016,499.48,495.8148,,,Haute-Provence Observatory,Radial Velocity
HD 220842 b,2016,218.47,1010.6994,,,Haute-Provence Observatory,Radial Velocity
HD 12484 b,2016,58.83,947.1334,,,Haute-Provence Observatory,Radial Velocity
HIP 65407 b,2016,28.125,136.03124,,,Haute-Provence Observatory,Radial Velocity
HIP 65407 c,2016,67.3,249.17872,,,Haute-Provence Observatory,Radial Velocity
HD 141399 b,2014,94.44,143.34133,,,Multiple Observatories,Radial Velocity
HD 141399 c,2014,201.99,422.7139,,,Multiple Observatories,Radial Velocity
HD 141399 d,2014,1069.8,375.0394,,,Multiple Observatories,Radial Velocity
HD 141399 e,2014,5000.0,209.7678,,,Multiple Observatories,Radial Velocity
KELT-4 A b,2016,2.9895932,286.68266,19.044091,1823.0,KELT,Transit
HIP 8541 b,2016,1852.14387,2451.7283316,,,Multiple Observatories,Radial Velocity
HIP 74890 b,2016,822.3,762.792,,,Multiple Observatories,Radial Velocity
KELT-14 b,2016,1.7100566,408.09372,19.537287,1970.0,KELT-South,Transit
KELT-15 b,2016,3.32944,416.3573,19.50366,,KELT-South,Transit
K2-29 b,2016,3.2588321,232.0159,13.33871,1171.0,K2,Transit
HATS-17 b,2016,16.254611,425.25654,8.709393,814.0,HATSouth,Transit
TYC 3667-1280-1 b,2016,26.468,1716.282,,1350.0,McDonald Observatory,Radial Velocity
K2-30 b,2016,4.098503,184.02357,11.646151,1092.0,K2,Transit
KELT-10 b,2016,4.1662739,215.80657,15.681391,1377.0,KELT-South,Transit
TRAPPIST-1 b,2016,1.510826,1.374,1.116,,La Silla Observatory,Transit
TRAPPIST-1 c,2016,2.421937,1.308,1.097,,La Silla Observatory,Transit
TRAPPIST-1 d,2016,4.049219,0.388,0.788,,La Silla Observatory,Transit
WASP-119 b,2016,2.49979,390.9309,15.6926,1600.0,SuperWASP-South,Transit
WASP-124 b,2016,3.37265,190.698,13.89916,1400.0,SuperWASP-South,Transit
WASP-126 b,2016,3.28883,90.3,,,SuperWASP-South,Transit
WASP-129 b,2016,5.748145,317.83,10.42437,1100.0,SuperWASP-South,Transit
WASP-133 b,2016,2.176423,368.6828,13.56289,1790.0,SuperWASP-South,Transit
Kepler-539 c,2016,1000.0,762.792,,253.0,Kepler,Transit Timing Variations
HD 191806 b,2016,1603.38923,2966.61035094,,,Haute-Provence Observatory,Radial Velocity
HD 214823 b,2016,1854.84424,5914.78665427,,,Haute-Provence Observatory,Radial Velocity
HD 221585 b,2016,1173.0,511.7063,,,Haute-Provence Observatory,Radial Velocity
Kepler-1647 b,2016,1107.5923,483.0,11.8739,,Kepler,Transit
HD 219828 c,2016,4789.87297,5102.41724598,,,Multiple Facilities,Radial Velocity
HATS-25 b,2016,4.2986432,194.82979,14.12334,1277.0,HATSouth,Transit
HATS-26 b,2016,3.3023881,206.5895,19.61575,1918.0,HATSouth,Transit
HATS-27 b,2016,4.637038,168.4499,16.8135,1659.0,HATSouth,Transit
HATS-28 b,2016,3.1810781,213.58176,13.383546,1253.0,HATSouth,Transit
HATS-29 b,2016,4.6058749,207.54299,14.022459,1212.0,HATSouth,Transit
HATS-30 b,2016,3.1743516,224.38798,13.170575,1414.0,HATSouth,Transit
WASP-121 b,2016,1.27492504,371.85923619,19.52604438,2409.0,SuperWASP,Transit
V830 Tau b,2016,4.927,222.481,,,Multiple Observatories,Radial Velocity
HATS-15 b,2016,1.74748753,689.6911,12.385945,1505.0,HATSouth,Transit
HATS-16 b,2016,2.686502,1039.3041,14.5717,1592.0,HATSouth,Transit
K2-38 b,2016,4.01593,7.3,1.54,1266.0,K2,Transit
K2-38 c,2016,10.56103,8.3,2.29,916.0,K2,Transit
HIP 41378 b,2016,15.571893,9.06,2.419,970.67,K2,Transit
HIP 41378 c,2016,31.70838,6.53,2.505,765.87,K2,Transit
HIP 41378 d,2016,278.3618,4.6,3.54,367.0,K2,Transit
HIP 41378 e,2016,369.0,12.0,4.92,335.0,K2,Transit
NGC 2682 YBP 401 b,2016,4.087,146.2018,,,La Silla Observatory,Radial Velocity
WASP-113 b,2016,4.54216874538,150.96925,15.793481,1496.0,SuperWASP-North,Transit
WASP-114 b,2016,1.5487743,562.24127,15.008851,2043.0,SuperWASP-North,Transit
GJ 3998 b,2016,2.65033,2.5,,,Roque de los Muchachos Observatory,Radial Velocity
GJ 3998 c,2016,13.727,6.82,,,Roque de los Muchachos Observatory,Radial Velocity
BD+20 594 b,2016,41.6855,22.2481,2.57807,,K2,Transit
KIC 7917485 b,2016,840.0,3750.394,,,Kepler,Pulsation Timing Variations
HD 87646 b,2016,13.481,3941.092,,,Apache Point Observatory,Radial Velocity
Proxima Cen b,2016,11.18465,1.055,,218.0,European Southern Observatory,Radial Velocity
HD 3167 b,2016,0.959641,4.97,1.67,1774.0,K2,Transit
HD 3167 c,2016,29.8454,11.13,3.0,564.0,K2,Transit
HD 133131 A b,2016,649.0,451.3186,,,Las Campanas Observatory,Radial Velocity
HD 133131 A c,2016,3568.0,133.4886,,,Las Campanas Observatory,Radial Velocity
HD 133131 B b,2016,5769.0,794.575,,,Las Campanas Observatory,Radial Velocity
KELT-17 b,2016,3.0801716,416.3573,17.093725,2087.0,KELT,Transit
WASP-92 b,2016,2.1746742,255.85315,16.376349,1871.0,SuperWASP,Transit
WASP-93 b,2016,2.7325321,467.2101,17.900773,1942.0,SuperWASP,Transit
WASP-118 b,2016,4.0460435,163.36462,16.14096,1729.0,SuperWASP,Transit
HD 111998 b,2016,810.0,1525.5763536,,,La Silla Observatory,Radial Velocity
HAT-P-65 b,2016,2.60544751,176.07693748,18.05766791,1818.0,HATNet,Transit
HAT-P-66 b,2016,2.972086,248.86089,17.82231,1896.0,HATNet,Transit
OGLE-2007-BLG-349L AB c,2016,2557.0,80.0,,,OGLE,Microlensing
GJ 676 A c,2016,13921.42302,4288.14086724,,,Paranal Observatory,Radial Velocity
Kepler-56 d,2016,1002.0,1784.0,,,Multiple Observatories,Radial Velocity
HD 42618 b,2016,149.61,14.4,,337.0,Multiple Observatories,Radial Velocity
HD 164922 c,2016,75.74,13.0,,,Multiple Observatories,Radial Velocity
rho CrB c,2016,102.036,27.442,,,Multiple Observatories,Radial Velocity
HATS-18 b,2016,0.83784,629.144485,14.896761,2069.48,Multiple Observatories,Transit
HD 9174 b,2016,1179.0,352.7913,,,Multiple Observatories,Radial Velocity
HD 68402 b,2016,1103.0,975.7381,,,Multiple Observatories,Radial Velocity
HD 72892 b,2016,39.44603,1737.88572948,,,Multiple Observatories,Radial Velocity
HD 128356 b,2016,298.2,282.8687,,,Multiple Observatories,Radial Velocity
HD 147873 b,2016,116.596,1633.6462,,,Multiple Observatories,Radial Velocity
HD 147873 c,2016,491.54,731.009,,,Multiple Observatories,Radial Velocity
HD 165155 b,2016,434.5,918.5287,,,Multiple Observatories,Radial Velocity
HD 224538 b,2016,1202.05199,2075.73732612,,,Multiple Observatories,Radial Velocity
GJ 536 b,2016,8.70874,6.37,,451.0,La Silla Observatory,Radial Velocity
WASP-130 b,2016,11.55098,390.9309,9.97601,833.0,SuperWASP-South,Transit
WASP-131 b,2016,5.3220125,86.76715511,13.74221034,,SuperWASP-South,Transit
WASP-132 b,2016,7.1335164,136.0305582,10.09929161,682.0,SuperWASP-South,Transit
WASP-139 b,2016,5.924262,37.18611,8.9672,910.0,SuperWASP-South,Transit
WASP-141 b,2016,3.310651,854.9627,13.56289,1540.0,SuperWASP-South,Transit
WASP-142 b,2016,2.052868,266.9772,17.14977,2000.0,SuperWASP-South,Transit
HATS-31 b,2016,3.37796,279.6904,18.38276,1823.0,HATSouth,Transit
HATS-32 b,2016,2.8126548,292.4036,14.000041,1437.0,HATSouth,Transit
HATS-33 b,2016,2.5495551,378.85336,13.78707,1429.0,HATSouth,Transit
HATS-34 b,2016,2.1061607,299.07803,16.02887,1445.0,HATSouth,Transit
Kepler-418 b,2014,86.67856,349.6112477,13.45,,Kepler,Transit
HATS-35 b,2016,1.8209993,388.38826,16.409976,2037.0,HATSouth,Transit
HD 86950 b,2016,1270.0,1144.188,,,Multiple Observatories,Radial Velocity
HD 222076 b,2016,871.0,495.8148,,,Multiple Observatories,Radial Velocity
WASP-127 b,2016,4.17806203,52.346601,14.694999,,SuperWASP,Transit
WASP-138 b,2016,3.634433,387.7526,12.21781,1590.0,SuperWASP,Transit
XO-6 b,2016,3.7650007,1398.452,23.20263,1577.0,XO,Transit
HD 30177 c,2016,12085.45186,1954.64470305,,,Multiple Observatories,Radial Velocity
EPIC 220674823 b,2016,0.57130782,7.54,1.606,2324.0,K2,Transit
EPIC 220674823 c,2016,13.340603,7.9,2.712,838.0,K2,Transit
WASP-53 b,2017,3.3098443,677.61356,12.038466,1053.0,Multiple Facilities,Transit
WASP-53 c,2017,2840.0,5196.5205,,,Multiple Facilities,Radial Velocity
WASP-81 b,2017,2.7164762,231.69807,16.017661,1623.0,Multiple Facilities,Transit
TAP 26 b,2017,10.79,527.5978,,,Multiple Facilities,Radial Velocity
KELT-16 b,2017,0.9689951,874.0325,15.860735,2453.0,KELT,Transit
TRAPPIST-1 e,2017,6.101013,0.692,0.92,,Multiple Observatories,Transit
TRAPPIST-1 f,2017,9.20754,1.039,1.045,,Multiple Observatories,Transit
TRAPPIST-1 g,2017,12.352446,1.321,1.129,,Multiple Observatories,Transit
TRAPPIST-1 h,2017,18.772866,0.326,0.755,,Multiple Observatories,Transit
HD 106315 b,2017,9.55237,12.6,2.44,1153.0,K2,Transit
HD 106315 c,2017,21.05704,15.2,4.35,886.0,K2,Transit
HD 17674 b,2017,623.8,276.5121,,,Haute-Provence Observatory,Radial Velocity
HD 42012 b,2017,857.5,508.528,,,Haute-Provence Observatory,Radial Velocity
HD 29021 b,2017,1365.0,1420.69297929,,,Haute-Provence Observatory,Radial Velocity
HATS-22 b,2017,4.7228124,870.8542,10.682177,858.0,HATSouth,Transit
HATS-23 b,2017,2.1605156,467.2101,20.84874,1654.0,HATSouth,Transit
HATS-24 b,2017,1.3484978,718.2958,15.636555,2166.0,HATSouth,Transit
Kepler-20 g,2016,34.94,19.96,,524.0,Multiple Observatories,Radial Velocity
NGC 2682 Sand 978 b,2017,511.21,692.8694,,,Multiple Observatories,Radial Velocity
GJ 3138 b,2017,1.22003,1.78,,,La Silla Observatory,Radial Velocity
GJ 3138 c,2017,5.974,4.18,,,La Silla Observatory,Radial Velocity
GJ 3138 d,2017,257.8,10.5,,,La Silla Observatory,Radial Velocity
GJ 3323 b,2017,5.3636,2.02,,,La Silla Observatory,Radial Velocity
GJ 3323 c,2017,40.54,2.31,,,La Silla Observatory,Radial Velocity
GJ 273 b,2017,18.6498,2.89,,,La Silla Observatory,Radial Velocity
GJ 273 c,2017,4.7234,1.18,,,La Silla Observatory,Radial Velocity
GJ 3293 d,2017,48.1345,7.6,,,La Silla Observatory,Radial Velocity
GJ 3293 e,2017,13.2543,3.28,,,La Silla Observatory,Radial Velocity
HAT-P-67 b,2017,4.8101069,143.02278315,23.9872187,,HATNet,Transit
Kepler-19 d,2017,62.95,22.5,,,Roque de los Muchachos Observatory,Radial Velocity
Qatar-3 b,2017,2.5079204,1369.8473,12.285064,1681.0,Qatar,Transit
Qatar-4 b,2017,1.8053564,1938.763,12.722215,1385.0,Qatar,Transit
Qatar-5 b,2017,2.8792319,1373.0256,12.408363,1415.0,Qatar,Transit
LHS 1140 b,2017,24.73723,5.6,1.73,226.0,MEarth Project,Transit
HIP 67537 b,2017,2523.64713,4309.11754211,,,Multiple Observatories,Radial Velocity
KELT-18 b,2017,2.8717518,375.0394,17.59813,2085.0,KELT-North,Transit
KELT-12 b,2017,5.031623,301.9385,19.95202,1800.0,KELT-North,Transit
KELT-11 b,2017,4.73620865,65.15482343,15.13212395,1712.0,KELT-South,Transit
KELT-9 b,2017,1.4811235,915.3504,21.196219,4050.0,KELT-North,Transit
HD 3167 d,2017,8.4112,4.33,,,Multiple Observatories,Radial Velocity
HD 20794 e,2017,147.02,4.77,,,La Silla Observatory,Radial Velocity
HD 27894 c,2017,36.07,51.48846,,,La Silla Observatory,Radial Velocity
HD 27894 d,2017,5019.54244,2063.65984665,,,La Silla Observatory,Radial Velocity
BD+03 2562 b,2017,481.9,2034.112,,,Multiple Observatories,Radial Velocity
HD 177565 b,2017,44.505,15.1,,,La Silla Observatory,Radial Velocity
TYC 4282-00605-1 b,2017,101.54,3426.2074,,,Roque de los Muchachos Observatory,Radial Velocity
WASP-167 b,2017,2.0219596,2542.64,17.71022,2329.0,Multiple Observatories,Transit
MXB 1658-298 b,2017,760.0,7532.571,,,Multiple Observatories,Eclipse Timing Variations
tau Cet g,2017,20.0,1.75,,,Multiple Observatories,Radial Velocity
tau Cet h,2017,49.41,1.83,,,Multiple Observatories,Radial Velocity
tau Cet f,2017,636.13,3.93,,,Multiple Observatories,Radial Velocity
WASP-91 b,2017,2.798581,425.8922,11.54527,1160.0,SuperWASP-South,Transit
WASP-105 b,2017,7.87288,572.094,10.76064,900.0,SuperWASP-South,Transit
WASP-107 b,2017,5.7214876,30.51152707,,,SuperWASP-South,Transit
YZ Cet b,2017,2.02087,0.7,,471.2,La Silla Observatory,Radial Velocity
YZ Cet c,2017,3.05989,1.14,,410.3,La Silla Observatory,Radial Velocity
YZ Cet d,2017,4.65626,1.09,,356.7,La Silla Observatory,Radial Velocity
CoRoT-32 b,2018,6.71837,47.6745,6.38913,938.0,CoRoT,Transit
GJ 625 b,2017,14.628,2.82,,,Multiple Observatories,Radial Velocity
HD 208897 b,2017,358.27,379.48711796,,,Multiple Observatories,Radial Velocity
K2-131 b,2017,0.3693038,7.9,1.69,2223.0,K2,Transit
GJ 1148 c,2017,532.58,68.06,,,Calar Alto Observatory,Radial Velocity
K2-132 b,2017,9.1751,155.7367,14.5717,,K2,Transit
WASP-151 b,2017,4.5334775,100.43377661,13.30506009,1312.0,SuperWASP-South,Transit
WASP-153 b,2017,3.332609,123.9537,17.37395,1700.0,SuperWASP,Transit
WASP-156 b,2017,3.8361623,41.8,6.02802815,934.5,SuperWASP,Transit
HD 34445 c,2017,214.67,53.5,,,Multiple Observatories,Radial Velocity
HD 34445 d,2017,117.87,30.7,,,Multiple Observatories,Radial Velocity
HD 34445 e,2017,49.175,16.8,,,Multiple Observatories,Radial Velocity
HD 34445 f,2017,676.8,37.9,,,Multiple Observatories,Radial Velocity
HD 34445 g,2017,5700.0,120.6,,,Multiple Observatories,Radial Velocity
GJ 9827 b,2017,1.208974,4.28,1.44,1035.01,K2,Transit
GJ 9827 c,2017,3.648103,1.86,1.13,715.94,K2,Transit
GJ 9827 d,2017,6.20183,3.02,1.98,675.0,K2,Transit
KELT-20 b,2017,3.4741085,1074.90106,19.514869,2262.0,KELT-North,Transit
NGTS-1 b,2017,2.647298,258.07796,14.90797,790.0,Next-Generation Transit Survey (NGTS),Transit
K2-136 b,2017,7.9752,4.3,1.014,610.0,K2,Transit
K2-136 c,2017,17.30713,18.1,3.0,470.0,K2,Transit
K2-136 d,2017,25.575,3.0,1.565,420.0,K2,Transit
Ross 128 b,2017,9.8658,1.4,,301.0,La Silla Observatory,Radial Velocity
HD 76920 b,2017,415.891,994.80291391,,,Multiple Observatories,Radial Velocity
HD 40956 b,2017,578.6,858.141,,,Multiple Observatories,Radial Velocity
HD 111591 b,2017,1056.4,1398.452,,,Multiple Observatories,Radial Velocity
HD 113996 b,2017,610.2,2002.329,,,Bohyunsan Optical Astronomical Observatory,Radial Velocity
OGLE-2016-BLG-1190L b,2017,1220.0,4253.0,,,OGLE,Microlensing
K2-18 c,2017,8.962,7.51,,363.0,La Silla Observatory,Radial Velocity
HD 176986 b,2017,6.49164,5.36,,767.0,Multiple Observatories,Radial Velocity
HD 176986 c,2017,16.8124,9.75,,558.0,Multiple Observatories,Radial Velocity
GJ 3942 b,2017,6.905,7.14,,590.0,Roque de los Muchachos Observatory,Radial Velocity
PSR J2322-2650 b,2017,0.322963997,252.643067,,,Parkes Observatory,Pulsar Timing
K2-140 b,2017,6.569188,295.58041851,13.56286665,962.0,K2,Transit
HD 147379 b,2017,86.58,21.6,,,Calar Alto Observatory,Radial Velocity
HATS-50 b,2017,3.8297015,123.9537,12.66617,,HATSouth,Transit
